id,program_id,module_path,status,notes,timestamp
48,COBCURSES-MENU-SD-STATES,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:4""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:03:42.689571+00:00
49,SD002020,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:03:42.691746+00:00
50,SD002020,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002020.cob,2026-05-09T15:03:42.693155+00:00
51,SD002020,TRANSLATE,DONE,method=hybrid,2026-05-09T15:03:55.520915+00:00
52,SD002020,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:03:55.524024+00:00
53,SD002020,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:03:55.526547+00:00
54,SAMPLE01,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:03:55.533305+00:00
55,SAMPLE01,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/gbeine_COBOLUnit/SAMPLE01.cob,2026-05-09T15:03:55.534867+00:00
56,SAMPLE01,TRANSLATE,DONE,method=hybrid,2026-05-09T15:04:05.517828+00:00
57,SAMPLE01,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:04:05.520103+00:00
58,SAMPLE01,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:analyzed""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:04:05.522049+00:00
59,COBCURSES-FORMAT-COMP-2,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:04:05.528127+00:00
60,COBCURSES-FORMAT-COMP-2,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/cobcurses_format_comp2.cob,2026-05-09T15:04:05.529945+00:00
61,COBCURSES-FORMAT-COMP-2,TRANSLATE,DONE,method=rule,2026-05-09T15:04:05.538154+00:00
62,COBCURSES-FORMAT-COMP-2,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:04:05.539783+00:00
63,COBCURSES-FORMAT-COMP-2,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:analyzed""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:04:05.541707+00:00
64,SD002085,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:04:05.561698+00:00
65,SD002085,REFACTOR,OPPORTUNITIES_RECORDED,"41 dead paragraphs, 41 total opportunities",2026-05-09T15:04:05.563915+00:00
66,SD002085,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002085.cob,2026-05-09T15:04:05.571020+00:00
67,SD002085,TRANSLATE,DONE,method=hybrid,2026-05-09T15:04:34.326266+00:00
68,SD002085,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:04:34.327326+00:00
69,SD002085,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:41""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:04:34.328256+00:00
70,SD002080,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:04:34.334670+00:00
71,SD002080,REFACTOR,OPPORTUNITIES_RECORDED,"43 dead paragraphs, 43 total opportunities",2026-05-09T15:04:34.336688+00:00
72,SD002080,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002080.cob,2026-05-09T15:04:34.341050+00:00
73,SD002080,TRANSLATE,DONE,method=hybrid,2026-05-09T15:04:46.060619+00:00
74,SD002080,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:04:46.063602+00:00
75,SD002080,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:43""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:04:46.065628+00:00
76,SD002070,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:04:46.072187+00:00
77,SD002070,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002070.cob,2026-05-09T15:04:46.075565+00:00
78,SD002070,TRANSLATE,DONE,method=hybrid,2026-05-09T15:04:57.741347+00:00
79,SD002070,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:04:57.835343+00:00
80,SD002070,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:partial"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""PARTIAL""}",2026-05-09T15:04:57.837808+00:00
81,SD002060,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:04:57.848730+00:00
82,SD002060,REFACTOR,OPPORTUNITIES_RECORDED,"36 dead paragraphs, 36 total opportunities",2026-05-09T15:04:57.851434+00:00
83,SD002060,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002060.cob,2026-05-09T15:04:57.859765+00:00
84,SD002060,TRANSLATE,DONE,method=hybrid,2026-05-09T15:05:11.867907+00:00
85,SD002060,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:11.870162+00:00
86,SD002060,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:36""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:11.871794+00:00
87,SD002050,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:05:11.890620+00:00
88,SD002050,REFACTOR,OPPORTUNITIES_RECORDED,"38 dead paragraphs, 38 total opportunities",2026-05-09T15:05:11.894214+00:00
89,SD002050,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002050.cob,2026-05-09T15:05:11.903414+00:00
90,SD002050,TRANSLATE,DONE,method=hybrid,2026-05-09T15:05:31.962954+00:00
91,SD002050,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:31.964026+00:00
92,SD002050,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:38""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:31.964961+00:00
93,SD002040,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:05:31.974412+00:00
94,SD002040,REFACTOR,OPPORTUNITIES_RECORDED,"54 dead paragraphs, 55 total opportunities",2026-05-09T15:05:31.976691+00:00
95,SD002040,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002040.cob,2026-05-09T15:05:31.983152+00:00
96,SD002040,TRANSLATE,DONE,method=hybrid,2026-05-09T15:05:43.962587+00:00
97,SD002040,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:43.963856+00:00
98,SD002040,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:55""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:43.964762+00:00
99,SD002035,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:05:43.967564+00:00
100,SD002035,REFACTOR,OPPORTUNITIES_RECORDED,"1 dead paragraphs, 1 total opportunities",2026-05-09T15:05:43.968602+00:00
101,SD002035,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/sd002035.cob,2026-05-09T15:05:43.969539+00:00
102,SD002035,TRANSLATE,DONE,method=hybrid,2026-05-09T15:05:56.963586+00:00
103,SD002035,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:56.964950+00:00
104,SD002035,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:1""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:56.965808+00:00
105,SAMPLE02,STRATEGY,LLM,kb_recommended=LLM,2026-05-09T15:05:56.967879+00:00
106,SAMPLE02,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/gbeine_COBOLUnit/SAMPLE02.cob,2026-05-09T15:05:56.968988+00:00
107,SAMPLE02,TRANSLATE,DONE,method=rule,2026-05-09T15:05:56.971456+00:00
108,SAMPLE02,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:56.972427+00:00
109,SAMPLE02,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:analyzed""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:56.973359+00:00
110,DEMOSUB2,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:05:56.975635+00:00
111,DEMOSUB2,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/z390development_z390/DEMOSUB2.CBL,2026-05-09T15:05:56.976710+00:00
112,DEMOSUB2,TRANSLATE,DONE,method=rule,2026-05-09T15:05:56.979391+00:00
113,DEMOSUB2,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:56.980446+00:00
114,DEMOSUB2,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:56.981256+00:00
115,DEMOSUB1,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:05:56.983476+00:00
116,DEMOSUB1,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/z390development_z390/DEMOSUB1.CBL,2026-05-09T15:05:56.984848+00:00
117,DEMOSUB1,TRANSLATE,DONE,method=rule,2026-05-09T15:05:56.988513+00:00
118,DEMOSUB1,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:56.989673+00:00
119,DEMOSUB1,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:56.990860+00:00
120,TESTCAL2,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:05:56.993769+00:00
121,TESTCAL2,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/z390development_z390/TESTCAL2.CBL,2026-05-09T15:05:56.995337+00:00
122,TESTCAL2,TRANSLATE,DONE,method=rule,2026-05-09T15:05:57.000085+00:00
123,TESTCAL2,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:05:57.001078+00:00
124,TESTCAL2,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:05:57.002080+00:00
125,TEMPLATE-SCREEN,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:05:57.008637+00:00
126,TEMPLATE-SCREEN,REFACTOR,OPPORTUNITIES_RECORDED,"43 dead paragraphs, 43 total opportunities",2026-05-09T15:05:57.009673+00:00
127,TEMPLATE-SCREEN,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/template_screen.cob,2026-05-09T15:05:57.013207+00:00
128,TEMPLATE-SCREEN,TRANSLATE,DONE,method=hybrid,2026-05-09T15:06:08.443528+00:00
129,TEMPLATE-SCREEN,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:06:08.446260+00:00
130,TEMPLATE-SCREEN,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:43""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:06:08.448047+00:00
131,COBCURSES-ECVT-COMP-1,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:06:08.454023+00:00
132,COBCURSES-ECVT-COMP-1,REFACTOR,OPPORTUNITIES_RECORDED,"2 dead paragraphs, 2 total opportunities",2026-05-09T15:06:08.455581+00:00
133,COBCURSES-ECVT-COMP-1,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/cobcurses_ecvt_comp_1.cob,2026-05-09T15:06:08.458811+00:00
134,COBCURSES-ECVT-COMP-1,TRANSLATE,DONE,method=rule,2026-05-09T15:06:08.467071+00:00
135,COBCURSES-ECVT-COMP-1,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:06:08.469208+00:00
136,COBCURSES-ECVT-COMP-1,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:2""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:06:08.470811+00:00
137,COBCURSEX-ASSOC-INSTANCE,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:06:08.478089+00:00
138,COBCURSEX-ASSOC-INSTANCE,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/assoc_api.cob,2026-05-09T15:06:08.481352+00:00
139,COBCURSEX-ASSOC-INSTANCE,TRANSLATE,DONE,method=hybrid,2026-05-09T15:06:20.266844+00:00
140,COBCURSEX-ASSOC-INSTANCE,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:06:20.268156+00:00
141,COBCURSEX-ASSOC-INSTANCE,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:06:20.269068+00:00
142,COBCURSES-SCI-NOTATION-COMP-1,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:06:20.272016+00:00
143,COBCURSES-SCI-NOTATION-COMP-1,REFACTOR,OPPORTUNITIES_RECORDED,"2 dead paragraphs, 2 total opportunities",2026-05-09T15:06:20.272963+00:00
144,COBCURSES-SCI-NOTATION-COMP-1,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/cobcurses_sci_notation_comp_1.cob,2026-05-09T15:06:20.274180+00:00
145,COBCURSES-SCI-NOTATION-COMP-1,TRANSLATE,DONE,method=rule,2026-05-09T15:06:20.277539+00:00
146,COBCURSES-SCI-NOTATION-COMP-1,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:06:20.278492+00:00
147,COBCURSES-SCI-NOTATION-COMP-1,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:normalized"", ""refactor_opportunities:2""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:06:20.279248+00:00
148,COBCURSES-FORMAT-COMP-1,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:06:20.281257+00:00
149,COBCURSES-FORMAT-COMP-1,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/cobcurses_format_comp1.cob,2026-05-09T15:06:20.282167+00:00
150,COBCURSES-FORMAT-COMP-1,TRANSLATE,DONE,method=hybrid,2026-05-09T15:06:31.185246+00:00
151,COBCURSES-FORMAT-COMP-1,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:06:31.186759+00:00
152,COBCURSES-FORMAT-COMP-1,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:hybrid"", ""validation:oracle_unavailable"", ""refactor:analyzed""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:06:31.187757+00:00
153,COBCURSES-EDIT-COMP-1,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:06:31.190547+00:00
154,COBCURSES-EDIT-COMP-1,TRANSLATE,START,/home/anonymous/Desktop/cobol_moderniser/samples/X-COBOL_files/ve3wwg_cobcurses/cobcurses_edit_comp1.cob,2026-05-09T15:06:31.192299+00:00
155,COBCURSES-EDIT-COMP-1,TRANSLATE,DONE,method=rule,2026-05-09T15:06:31.195190+00:00
156,COBCURSES-EDIT-COMP-1,VALIDATE,PARTIAL,pass_rate=0.00,2026-05-09T15:06:31.196220+00:00
157,COBCURSES-EDIT-COMP-1,LEARN,RECORDED,"{""pass_rate"": 0.0, ""patterns"": [""translation:rule"", ""validation:oracle_unavailable"", ""refactor:normalized""], ""repair_status"": ""SKIPPED"", ""validation_status"": ""SKIPPED""}",2026-05-09T15:06:31.197129+00:00
158,SD002010,STRATEGY,RULE,kb_recommended=RULE,2026-05-09T15:06:31.207374+00:00
